"(147.5000, 3.5000), 6.5193","(189.5000, 3.5000), 6.5193","(235.0000, 1.5000), 9.1242","(277.5000, 1.5000), 9.6178","(322.5000, 4.0000), 6.8008","(361.5000, 1.5000), 9.6178","(403.5000, 1.5000), 9.6178","(442.0000, 4.5000), 7.5001","(487.5000, 2.5000), 9.8235","(530.5000, 2.0000), 9.7083","(572.0000, 2.5000), 10.3079","(611.0000, 5.5000), 8.1395","(660.5000, 5.5000), 8.5148","(699.0000, 2.1429), 10.2271","(745.5000, 6.0000), 8.8460","(782.7273, 4.6136), 9.8718","(824.5000, 2.3889), 10.7684","(867.0000, 2.6923), 10.3562","(909.0000, 2.8125), 10.3881","(951.2379, 3.3790), 10.3305","(993.1500, 3.5000), 10.4534","(1035.5000, 3.8077), 10.2348","(1077.0000, 4.0000), 10.7704","(1119.5000, 4.0000), 10.3079","(1161.3000, 4.0000), 10.4924","(1203.5000, 4.1923), 10.3840","(1245.4166, 4.1667), 10.4501","(1287.4500, 4.5000), 10.5573","(1329.5000, 5.0000), 10.7356","(1371.5000, 5.0000), 10.7356"
"(151.0000, 39.2000), 10.2001","(192.8825, 39.7430), 10.5775","(235.1207, 40.1207), 10.4599","(277.5000, 40.5000), 10.5120","(319.5833, 40.5000), 10.5479","(361.5000, 41.0000), 10.4044","(403.5454, 41.1591), 10.4602","(445.7222, 41.2778), 10.4105","(488.0000, 41.7368), 10.5265","(530.1207, 42.1207), 10.4600","(572.8217, 42.6259), 10.4067","(614.8910, 42.9887), 10.7199","(656.8210, 43.1996), 10.5573","(699.2592, 44.0759), 10.5593","(741.5000, 44.1923), 10.3840","(785.0000, 44.0000), 9.8490","(825.0000, 44.0000), 10.2957","(867.1938, 44.5816), 10.7557","(909.3666, 45.0000), 10.6178","(951.3481, 45.0696), 10.5687","(993.3092, 44.9346), 10.5982","(1035.5000, 45.5000), 10.5120","(1077.8715, 45.0714), 10.2968","(1119.5664, 45.5705), 10.6042","(1161.6300, 46.0126), 10.6266","(1203.5000, 46.0000), 10.5476","(1245.6459, 46.0794), 10.5695","(1287.4850, 46.3872), 10.6204","(1329.9241, 46.7408), 10.5593","(1372.0303, 47.0758), 10.7708"
"(150.7368, 81.0000), 10.5265","(193.1905, 81.3571), 10.3682","(235.2778, 81.7222), 10.4105","(277.7179, 82.4222), 10.3497","(319.8365, 82.6394), 10.2711","(361.7222, 82.7222), 10.4105","(404.0000, 83.0000), 10.2957","(445.7727, 83.3182), 10.3910","(488.1518, 83.5357), 10.4638","(530.4554, 84.1786), 10.4193","(572.8793, 84.8793), 10.4599","(615.4623, 85.2019), 10.7980","(657.5000, 85.5000), 10.7006","(699.5000, 86.0263), 10.5701","(741.7368, 86.0000), 10.5266","(784.0000, 86.3750), 10.6251","(824.9141, 85.6992), 10.5193","(867.3276, 86.3276), 10.7419","(909.5000, 86.5000), 10.5120","(951.6250, 87.0000), 10.4232","(993.5000, 87.0000), 10.4044","(1035.7222, 87.2778), 10.4106","(1077.5000, 87.5000), 10.5120","(1119.7368, 88.0000), 10.5266","(1162.0000, 88.0000), 10.2957","(1203.7084, 88.1250), 10.5484","(1246.0000, 88.3056), 10.5639","(1288.0889, 88.3883), 10.4453","(1330.1897, 89.1897), 10.5539","(1372.5000, 89.5000), 10.5120"
"(151.0000, 123.0000), 10.2957","(193.0000, 123.5000), 10.4044","(235.1000, 123.9000), 10.6406","(277.5000, 124.0714), 10.3634","(319.8306, 124.5744), 10.4429","(362.0000, 124.7308), 10.4291","(404.0000, 125.4444), 10.3591","(445.5900, 125.3100), 10.5141","(488.3253, 125.8689), 10.5199","(530.5428, 126.4095), 10.5125","(573.2895, 126.7105), 10.4156","(615.6519, 127.0696), 10.5687","(657.7511, 127.7291), 10.6455","(699.7083, 128.0000), 10.4405","(741.7408, 127.9241), 10.5593","(784.2417, 128.4077), 10.7077","(825.5000, 128.0625), 10.3685","(867.3182, 128.5000), 10.5911","(909.5000, 128.5000), 10.7006","(951.5714, 128.5714), 10.5464","(993.4850, 128.6128), 10.6204","(1035.7694, 129.2510), 10.6274","(1078.3182, 129.5000), 10.5911","(1120.2467, 129.6200), 10.5157","(1162.3043, 129.9130), 10.5220","(1204.6333, 130.0000), 10.6178","(1246.3182, 130.5000), 10.5911","(1288.4407, 130.6441), 10.6676","(1331.1176, 131.2570), 10.5774","(1373.1250, 132.0000), 10.7246"
"(151.0000, 165.0000), 10.2957","(193.0000, 165.2308), 10.1857","(235.3750, 165.8750), 10.3759","(277.6200, 166.2467), 10.5157","(320.0401, 166.5642), 10.4800","(362.2917, 167.0000), 10.4405","(404.4243, 167.1818), 10.4491","(446.5000, 167.5000), 10.5120","(488.5000, 168.0000), 10.7356","(531.0000, 168.2632), 10.5265","(573.2844, 168.6193), 10.3701","(615.5000, 169.0000), 10.7356","(657.9382, 169.3090), 10.5963","(700.1591, 169.5455), 10.4602","(742.2000, 170.0000), 10.2001","(784.2709, 170.2489), 10.6455","(825.7304, 170.1682), 10.3167","(867.5000, 170.1923), 10.3840","(909.5000, 170.1923), 10.3840","(951.7250, 170.6812), 10.4118","(994.0000, 171.0000), 10.2957","(1036.2894, 171.2895), 10.4157","(1078.2821, 171.5778), 10.3497","(1120.5000, 171.5000), 10.5120","(1162.6519, 172.0696), 10.5688","(1204.6899, 172.4100), 10.5141","(1246.8914, 172.7609), 10.5575","(1289.2592, 173.0759), 10.5593","(1331.3101, 173.4100), 10.5141","(1373.5682, 173.8864), 10.4151"
"(151.0000, 207.0000), 10.2957","(193.1897, 207.1897), 10.5539","(235.5000, 207.5000), 10.6067","(277.7304, 207.8318), 10.3167","(319.8120, 208.4962), 10.3857","(362.1044, 208.5440), 10.3085","(404.4554, 209.1786), 10.4193","(446.5000, 209.5000), 10.5120","(488.8793, 209.8793), 10.4600","(531.0000, 210.0000), 10.2957","(573.1385, 210.6687), 10.5219","(615.5757, 210.8788), 10.6123","(658.0000, 211.3214), 10.8939","(700.1923, 211.5769), 10.5788","(742.3092, 211.9346), 10.5982","(784.4957, 212.1910), 10.3874","(826.0000, 212.0000), 10.8168","(868.1250, 212.0000), 10.7246","(909.8361, 212.6849), 10.9756","(952.0696, 212.6519), 10.5687","(994.5000, 213.0000), 10.5476","(1036.5000, 213.0000), 10.5476","(1078.8279, 213.5656), 10.4359","(1120.8824, 213.7430), 10.5775","(1163.0000, 214.2632), 10.5265","(1205.3182, 214.5000), 10.5911","(1247.3872, 214.4850), 10.6204","(1289.6206, 215.0136), 10.6226","(1331.6250, 215.5000), 10.6251","(1374.0000, 215.5000), 10.7356"
"(151.2632, 249.0000), 10.5266","(193.2895, 249.2895), 10.4156","(235.5714, 249.5714), 10.5464","(277.7328, 249.9237), 10.4941","(319.9041, 250.4275), 10.4280","(362.3455, 250.5732), 10.5134","(404.5757, 251.1818), 10.4492","(447.0759, 251.2592), 10.5593","(489.2778, 251.7222), 10.4105","(531.0000, 252.0000), 10.2957","(573.4167, 252.1667), 10.4500","(616.0000, 252.9737), 10.7949","(658.0654, 253.3092), 10.5982","(700.2750, 253.3188), 10.4117","(742.6429, 254.0714), 10.4125","(784.5495, 254.0545), 10.3326","(826.3846, 254.0000), 10.6336","(868.2174, 254.0435), 10.6611","(910.1385, 254.6687), 10.5219","(952.5000, 254.5000), 10.5120","(994.7368, 255.0000), 10.5266","(1036.7213, 255.2951), 10.4035","(1078.9207, 255.3541), 10.5694","(1121.2662, 255.9416), 10.5016","(1163.4502, 256.1441), 10.4513","(1205.5302, 256.6325), 10.5965","(1247.9027, 256.6593), 10.5492","(1290.0000, 257.0000), 10.2957","(1332.2142, 257.7857), 10.6547","(1374.5555, 257.9111), 10.5012"
"(151.2308, 291.0000), 10.1857","(193.3883, 291.0888), 10.4453","(235.5000, 291.7222), 10.3116","(277.8318, 291.7304), 10.3167","(320.0000, 292.5000), 10.5476","(362.2844, 292.3807), 10.3701","(404.5000, 293.1000), 10.4624","(447.0000, 293.0000), 10.2957","(489.0000, 293.7368), 10.5266","(531.3636, 293.8182), 10.3653","(573.5000, 294.5000), 10.5120","(615.6250, 294.5000), 10.6251","(658.3220, 295.3305), 10.7417","(700.5000, 295.5000), 10.5120","(742.7924, 295.9407), 10.4495","(784.6957, 295.9131), 10.5219","(826.9243, 296.0303), 10.7707","(868.7353, 296.2451), 10.6465","(911.0000, 296.5000), 10.7356","(953.0654, 296.6908), 10.5982","(995.0000, 296.7368), 10.5266","(1037.2573, 297.1103), 10.5743","(1079.5000, 297.3750), 10.6251","(1121.7025, 297.7110), 10.4116","(1163.7549, 298.2647), 10.6465","(1206.0759, 298.2592), 10.5593","(1248.3700, 299.0126), 10.6267","(1290.4077, 299.2417), 10.7077","(1332.5000, 299.4167), 10.5479","(1374.7081, 299.7193), 10.4218"
"(151.3107, 332.7233), 10.4147","(193.0000, 333.0000), 10.2957","(235.8214, 333.4554), 10.4193","(277.9000, 333.5800), 10.4206","(320.4100, 334.3100), 10.5141","(362.5000, 334.5000), 10.5120","(404.5900, 334.6900), 10.5141","(447.0000, 335.0000), 10.2957","(489.0000, 335.3333), 10.4617","(531.1514, 335.5747), 10.3794","(573.5000, 336.0000), 10.4044","(616.0000, 336.6786), 10.8939","(658.3666, 337.0000), 10.6178","(700.5428, 337.4095), 10.5125","(743.1470, 337.5000), 10.4224","(785.2709, 337.8260), 10.3213","(827.1207, 337.8793), 10.4600","(869.0000, 338.2917), 10.4405","(911.0859, 338.3008), 10.5193","(953.1635, 338.6394), 10.2711","(995.1000, 338.7000), 10.3587","(1037.4257, 339.1694), 10.4429","(1079.7111, 339.2990), 10.4108","(1122.0000, 339.6071), 10.4921","(1164.4358, 340.0401), 10.4800","(1206.5000, 340.5000), 10.5120","(1248.5043, 340.8090), 10.3874","(1290.7222, 341.2778), 10.4106","(1333.0000, 341.0000), 10.2957","(1374.5000, 341.5000), 10.5120"
"(151.5482, 374.7249), 10.2883","(193.4000, 375.0000), 10.4001","(235.8077, 375.5000), 10.3840","(278.0318, 375.4480), 10.5478","(320.3750, 376.1250), 10.3759","(362.4957, 376.1910), 10.3874","(404.8008, 376.9431), 10.4432","(447.0000, 377.0000), 10.2957","(488.5000, 377.5000), 10.1243","(531.4802, 377.4447), 10.5536","(573.8104, 377.8103), 10.5539","(616.1923, 378.5000), 10.8264","(658.6238, 378.7178), 10.7618","(701.0000, 379.3846), 10.6336","(743.3182, 379.5000), 10.5911","(785.6071, 380.0000), 10.4922","(827.1250, 379.6250), 10.3759","(869.4288, 380.2331), 10.7838","(911.5000, 380.3333), 10.8334","(953.4962, 380.1880), 10.3857","(995.8824, 380.7430), 10.5775","(1037.9241, 380.7408), 10.5593","(1080.0000, 381.2632), 10.5265","(1122.2417, 381.4077), 10.7077","(1164.4360, 381.6040), 10.5791","(1206.5000, 382.5000), 10.7006","(1248.8572, 382.5000), 10.6697","(1290.8306, 382.5744), 10.4429","(1333.0000, 382.7368), 10.5265","(1375.0000, 383.5000), 10.7356"
