Decimal Code,"Circle Centers (x, y)"
168,"(145.7110595703125, 1498.2989501953125)","(188.04959106445312, 1497.826416015625)","(229.5, 1497.5)","(272.0, 1497.0)","(313.7105407714844, 1496.5)","(355.8108215332031, 1496.108154296875)","(398.0, 1496.0)","(439.93548583984375, 1495.45166015625)","(481.8264465332031, 1495.049560546875)","(523.5, 1494.5)","(565.2540283203125, 1493.9273681640625)","(607.4007568359375, 1493.8282470703125)","(649.0, 1493.230712890625)","(691.1785888671875, 1492.8214111328125)","(733.1613159179688, 1492.6209716796875)","(774.8793334960938, 1492.1207275390625)","(816.0, 1491.0)","(858.4199829101562, 1491.0999755859375)","(900.8181762695312, 1491.3636474609375)","(943.066650390625, 1491.0)","(985.189208984375, 1491.0540771484375)","(1027.107177734375, 1490.892822265625)","(1069.0, 1490.272705078125)","(1111.0400390625, 1489.8599853515625)","(1152.8956298828125, 1489.5439453125)","(1194.298095703125, 1488.72119140625)","(1236.5555419921875, 1489.0)","(1278.577880859375, 1488.7178955078125)","(1320.8157958984375, 1488.8157958984375)","(1362.830078125, 1488.6942138671875)"
167,"(146.26315307617188, 1540.0)","(187.93243408203125, 1539.391845703125)","(230.0, 1539.0)","(272.1385498046875, 1538.668701171875)","(314.1278991699219, 1538.406982421875)","(356.0, 1538.0789794921875)","(398.34552001953125, 1537.5731201171875)","(440.0, 1537.0)","(481.9102478027344, 1536.6025390625)","(523.4553833007812, 1536.1785888671875)","(565.1204223632812, 1535.5146484375)","(607.5526123046875, 1535.26318359375)","(649.298095703125, 1534.72119140625)","(691.4307861328125, 1534.392333984375)","(733.0, 1534.0)","(775.2671508789062, 1533.9237060546875)","(816.6747436523438, 1532.868896484375)","(858.9000244140625, 1532.5)","(901.3846435546875, 1533.0)","(943.3125, 1532.734375)","(985.18798828125, 1532.4962158203125)","(1027.5, 1532.5)","(1069.0, 1532.0)","(1110.9000244140625, 1531.5)","(1152.800048828125, 1531.0)","(1194.5, 1530.72216796875)","(1236.5, 1530.5)","(1278.7532958984375, 1530.3800048828125)","(1320.4525146484375, 1529.855712890625)","(1362.5, 1530.0)"
166,"(145.8721923828125, 1581.612060546875)","(187.7467498779297, 1580.98046875)","(230.31817626953125, 1580.772705078125)","(272.7178955078125, 1580.577880859375)","(314.6176452636719, 1580.323486328125)","(356.4560546875, 1579.8956298828125)","(398.71429443359375, 1579.642822265625)","(440.6512756347656, 1579.1722412109375)","(482.5, 1578.72216796875)","(524.4130249023438, 1578.3260498046875)","(566.2692260742188, 1578.0)","(608.0678100585938, 1577.1783447265625)","(650.0, 1577.0)","(691.3392944335938, 1576.3214111328125)","(733.425537109375, 1575.7659912109375)","(775.5, 1575.72216796875)","(817.1896362304688, 1574.810302734375)","(859.0, 1574.5)","(901.0, 1574.230712890625)","(943.1492309570312, 1574.462646484375)","(985.0, 1574.0)","(1027.3846435546875, 1573.84619140625)","(1069.5, 1573.5)","(1111.0, 1573.0)","(1153.0, 1573.0)","(1194.8966064453125, 1572.2069091796875)","(1236.61767578125, 1572.323486328125)","(1279.0, 1572.0)","(1320.7353515625, 1571.7353515625)","(1362.9310302734375, 1571.5172119140625)"
165,"(146.0, 1623.0)","(188.32608032226562, 1622.5869140625)","(230.3918914794922, 1622.067626953125)","(272.2727355957031, 1622.0)","(315.0, 1622.0)","(356.8348388671875, 1621.694580078125)","(398.7368469238281, 1621.0)","(441.0, 1621.0)","(482.6428527832031, 1620.357177734375)","(524.4910888671875, 1619.8839111328125)","(566.5, 1619.5)","(608.3928833007812, 1619.0)","(650.0, 1618.5)","(692.0, 1618.269287109375)","(733.7178955078125, 1617.577880859375)","(775.5869750976562, 1617.2564697265625)","(817.075927734375, 1616.7408447265625)","(858.73681640625, 1616.0)","(901.3043212890625, 1615.9130859375)","(943.4560546875, 1615.8956298828125)","(985.2577514648438, 1615.556640625)","(1027.0, 1615.0)","(1069.304931640625, 1614.8414306640625)","(1111.0, 1614.5)","(1153.0, 1614.0)","(1195.0, 1614.0)","(1236.7178955078125, 1613.422119140625)","(1278.642822265625, 1613.357177734375)","(1321.1103515625, 1613.447998046875)","(1363.0, 1613.3333740234375)"
164,"(146.3085174560547, 1664.7340087890625)","(188.5, 1664.5)","(230.375, 1663.875)","(272.5, 1662.5)","(315.0, 1663.5)","(356.5, 1662.5)","(398.94366455078125, 1662.7042236328125)","(441.0, 1662.5)","(483.0, 1662.0)","(524.830078125, 1661.6942138671875)","(567.0, 1661.5)","(608.9483032226562, 1661.0517578125)","(650.7222290039062, 1660.5)","(692.5, 1660.125)","(734.3116455078125, 1659.7601318359375)","(775.7692260742188, 1659.0)","(817.3800048828125, 1658.2467041015625)","(859.0, 1657.769287109375)","(901.0, 1657.230712890625)","(943.0, 1657.0)","(985.4000244140625, 1656.800048828125)","(1027.2786865234375, 1656.7049560546875)","(1069.18798828125, 1656.4962158203125)","(1111.4100341796875, 1656.31005859375)","(1153.0, 1655.6785888671875)","(1194.67236328125, 1655.32763671875)","(1236.9237060546875, 1655.2672119140625)","(1279.0, 1655.0)","(1321.0, 1655.0)","(1363.0, 1655.0)"
163,"(146.17401123046875, 1706.2708740234375)","(188.4242401123047, 1706.1817626953125)","(230.2889404296875, 1705.7010498046875)","(272.0607604980469, 1704.57470703125)","(314.28570556640625, 1704.7142333984375)","(355.54840087890625, 1703.6021728515625)","(398.2631530761719, 1704.0)","(440.3260803222656, 1703.5869140625)","(483.0, 1703.769287109375)","(524.6363525390625, 1702.787841796875)","(566.8157958984375, 1702.8157958984375)","(609.061767578125, 1702.6910400390625)","(651.0, 1702.3333740234375)","(692.8629150390625, 1701.669921875)","(734.615966796875, 1701.3260498046875)","(776.5, 1701.0)","(817.7692260742188, 1700.0)","(859.4852294921875, 1699.3892822265625)","(900.6935424804688, 1699.0677490234375)","(943.2766723632812, 1698.6893310546875)","(985.0, 1698.0)","(1027.4200439453125, 1698.0999755859375)","(1069.0, 1697.769287109375)","(1111.148681640625, 1697.5269775390625)","(1153.0, 1697.0)","(1195.107177734375, 1696.892822265625)","(1237.0, 1697.0)","(1279.230712890625, 1697.0)","(1321.2340087890625, 1696.574462890625)","(1363.2818603515625, 1696.1727294921875)"
162,"(146.2786865234375, 1747.7049560546875)","(188.5, 1747.5)","(230.73255920410156, 1747.31396484375)","(272.57781982421875, 1746.7178955078125)","(314.6259765625, 1746.342529296875)","(356.2631530761719, 1745.5526123046875)","(398.2843933105469, 1745.3807373046875)","(440.5, 1745.0)","(482.6027526855469, 1744.855712890625)","(525.0, 1745.0)","(566.6818237304688, 1744.227294921875)","(609.0, 1744.0)","(650.8426513671875, 1743.587646484375)","(692.5, 1743.0)","(734.5, 1742.5)","(776.5, 1742.5)","(817.9285888671875, 1741.8714599609375)","(859.30078125, 1740.9140625)","(901.0, 1740.0)","(942.9076538085938, 1740.1241455078125)","(985.26318359375, 1740.0)","(1027.0, 1739.0)","(1069.2646484375, 1739.2646484375)","(1111.0924072265625, 1738.8758544921875)","(1153.26318359375, 1739.0)","(1195.169921875, 1738.3057861328125)","(1237.125, 1738.375)","(1279.5, 1738.27783203125)","(1321.5, 1738.1922607421875)","(1363.5474853515625, 1738.144287109375)"
161,"(146.41000366210938, 1789.31005859375)","(188.5, 1789.0)","(230.5, 1788.5)","(272.6428527832031, 1788.357177734375)","(315.0, 1788.0)","(356.3536682128906, 1787.3658447265625)","(398.2786865234375, 1786.7049560546875)","(440.2272644042969, 1786.4090576171875)","(482.1451721191406, 1785.95166015625)","(524.3181762695312, 1785.772705078125)","(566.5, 1786.5)","(608.588623046875, 1785.141845703125)","(650.5, 1784.9000244140625)","(692.8157958984375, 1784.8157958984375)","(734.6428833007812, 1784.357177734375)","(776.1243286132812, 1783.7430419921875)","(817.727294921875, 1783.0)","(859.0, 1782.0)","(901.2569580078125, 1781.8824462890625)","(943.1818237304688, 1781.4241943359375)","(985.0, 1781.0)","(1027.0, 1781.0)","(1069.0, 1780.73681640625)","(1111.067626953125, 1780.391845703125)","(1153.0, 1780.0)","(1195.4241943359375, 1780.1817626953125)","(1237.4444580078125, 1780.0)","(1279.3741455078125, 1779.8216552734375)","(1321.357177734375, 1779.642822265625)","(1363.2894287109375, 1779.5)"
160,"(146.41000366210938, 1831.31005859375)","(188.44467163085938, 1830.480224609375)","(230.68833923339844, 1830.2398681640625)","(273.0, 1830.0)","(314.6875, 1829.265625)","(356.587646484375, 1828.8426513671875)","(398.5, 1828.72216796875)","(440.5, 1828.1922607421875)","(482.2854309082031, 1827.57666015625)","(524.1666870117188, 1827.1666259765625)","(566.4515991210938, 1826.9354248046875)","(608.5465087890625, 1826.68603515625)","(650.715576171875, 1826.3807373046875)","(692.9791870117188, 1826.0521240234375)","(734.7692260742188, 1826.0)","(776.7222290039062, 1825.5)","(818.0, 1825.0)","(859.0540771484375, 1823.810791015625)","(901.2821044921875, 1823.577880859375)","(943.5, 1823.1922607421875)","(985.5, 1823.0)","(1027.169921875, 1822.3057861328125)","(1069.0, 1822.0)","(1111.5, 1822.0999755859375)","(1153.27783203125, 1821.72216796875)","(1195.0, 1821.0)","(1237.3974609375, 1821.0897216796875)","(1279.5, 1821.27783203125)","(1321.6544189453125, 1821.4268798828125)","(1363.600830078125, 1821.1612548828125)"
159,"(146.0, 1872.5)","(188.0, 1872.0)","(230.0, 1871.5)","(272.5, 1871.5)","(314.2241516113281, 1870.77587890625)","(355.5818176269531, 1869.6727294921875)","(398.0, 1870.0)","(439.8928527832031, 1869.107177734375)","(482.0, 1869.0)","(523.7069091796875, 1868.2930908203125)","(565.8928833007812, 1868.107177734375)","(608.1206665039062, 1867.8792724609375)","(650.0, 1867.5)","(692.0, 1867.0)","(734.1896362304688, 1866.810302734375)","(776.2766723632812, 1866.6893310546875)","(817.6747436523438, 1865.868896484375)","(858.940673828125, 1864.7923583984375)","(901.1896362304688, 1864.810302734375)","(942.6818237304688, 1864.227294921875)","(985.0, 1864.0)","(1027.26318359375, 1864.0)","(1068.891845703125, 1863.189208984375)","(1111.0, 1863.2916259765625)","(1153.4317626953125, 1863.1136474609375)","(1195.0, 1863.0)","(1237.2890625, 1862.7025146484375)","(1279.0, 1862.0)","(1321.5, 1862.5)","(1363.5, 1862.5)"
