"(159.5000, 1.0000), 10.5476","(201.5000, 1.5000), 10.6067","(244.0000, 0.7500), 11.0256","(286.5000, 1.6250), 10.6251","(328.5000, 1.8636), 10.6642","(370.5000, 2.0714), 10.7025","(412.5000, 2.4091), 10.7729","(454.5000, 3.5000), 11.0681","(497.0000, 3.6154), 10.6336","(539.5000, 3.4231), 11.0440","(581.5000, 3.8846), 11.1956","(624.0000, 4.7143), 11.0556","(666.0000, 5.2083), 11.2751","(708.4486, 5.4863), 11.0150","(750.5000, 5.9000), 11.1831","(792.8114, 6.4170), 11.2076","(834.1854, 5.8371), 11.4193","(876.0000, 6.5938), 11.1571","(918.0000, 6.9333), 11.3610","(960.0000, 7.0000), 11.4019","(1002.5000, 7.2647), 11.1816","(1044.5000, 7.5556), 11.3727","(1086.5000, 7.8333), 11.5591","(1128.9688, 8.0312), 11.3580","(1170.5000, 8.5526), 11.3754","(1212.5625, 8.5625), 11.4241","(1254.5206, 8.6100), 11.4321","(1296.9062, 9.0938), 11.5334","(1338.5000, 9.7000), 11.6766","(1381.4932, 10.2586), 11.6433"
"(159.6084, 41.9217), 11.1027","(201.8000, 42.2000), 11.0942","(244.0789, 42.5000), 11.0380","(286.5000, 43.0625), 11.0513","(328.5000, 43.5000), 10.9773","(370.5459, 43.8945), 11.0437","(412.6929, 43.9252), 11.1143","(454.7143, 44.5000), 10.8716","(496.9516, 44.9516), 11.2454","(539.0496, 45.6031), 11.1226","(581.5000, 46.0625), 11.0513","(624.0000, 46.5938), 11.1571","(666.3500, 47.0600), 11.1422","(708.0000, 47.5938), 11.1571","(750.5833, 47.9444), 10.9829","(792.3636, 48.0000), 11.0226","(833.7712, 47.9237), 11.0112","(876.6290, 48.6290), 11.1538","(918.6364, 48.9545), 11.1457","(960.6091, 49.0818), 11.1003","(1002.5000, 49.5000), 10.9773","(1044.6428, 49.9286), 11.0773","(1086.7142, 50.0000), 11.0557","(1128.5000, 50.5000), 10.9773","(1170.7632, 50.7632), 11.0791","(1212.6840, 50.9368), 11.0470","(1254.6570, 51.0438), 11.1055","(1296.6666, 51.6667), 11.2053","(1339.0962, 52.1302), 11.1538","(1381.1086, 52.7826), 11.1831"
"(159.7558, 83.6938), 11.0215","(201.7895, 84.0000), 10.9925","(244.3820, 84.5683), 10.9782","(286.6004, 85.0941), 10.9668","(328.6642, 85.5438), 10.8578","(370.7667, 85.7667), 11.0745","(412.5920, 86.2320), 10.7936","(454.6333, 86.3667), 10.7953","(497.0000, 86.7143), 11.0556","(539.5000, 87.5000), 10.9773","(582.0374, 88.2430), 11.0402","(624.2368, 88.7632), 11.0791","(666.5630, 89.1654), 11.2376","(708.5000, 89.5000), 10.9773","(750.7750, 90.0000), 10.9796","(792.6250, 90.1250), 11.1314","(833.8226, 89.8226), 11.0629","(876.4500, 90.5000), 11.0206","(918.5000, 90.7143), 10.8716","(960.5000, 91.5000), 10.9773","(1002.5000, 91.5000), 10.9773","(1044.7632, 91.7632), 11.0791","(1086.7369, 91.9265), 11.0767","(1128.9504, 92.3969), 11.1225","(1170.9094, 92.6107), 11.0942","(1212.8667, 92.8667), 11.0017","(1255.0341, 93.2955), 11.0823","(1297.2556, 93.3869), 11.2456","(1339.3064, 94.3064), 11.2421","(1381.6862, 94.9015), 11.1329"
"(159.7143, 125.5000), 10.8716","(201.8667, 125.8667), 11.0017","(244.0000, 126.5000), 11.1019","(286.4802, 127.0810), 11.0480","(328.6290, 127.6290), 11.1538","(370.8667, 127.8667), 11.0017","(412.9726, 128.2264), 10.9909","(455.0985, 128.3139), 11.1329","(497.2097, 129.2097), 11.1077","(539.7116, 129.6980), 11.0462","(582.0425, 130.2128), 10.9713","(624.2500, 130.5000), 11.1944","(666.7636, 131.2280), 11.0753","(708.5000, 131.5000), 10.9773","(751.0000, 132.0000), 11.1804","(793.0600, 132.3500), 11.1422","(834.2857, 132.0000), 11.0556","(876.4500, 132.5000), 11.0206","(918.5000, 132.7500), 11.1944","(960.4431, 132.9270), 11.0094","(1002.5919, 133.1890), 11.2029","(1044.9216, 133.6673), 11.1377","(1087.1333, 134.1333), 11.0017","(1129.0784, 134.3916), 11.1027","(1171.1250, 134.9375), 11.1813","(1213.3138, 135.0985), 11.1330","(1255.5000, 135.5000), 11.3359","(1297.5000, 136.0000), 11.2362","(1340.0000, 136.5000), 11.2362","(1382.2097, 137.2097), 11.1077"
"(159.5263, 167.3158), 10.8633","(201.7245, 167.8878), 10.9865","(244.0000, 168.3636), 11.0226","(286.3636, 169.0000), 11.0226","(328.7143, 169.5000), 10.8716","(370.8893, 169.7459), 10.9693","(413.0000, 170.2857), 11.0556","(455.2857, 170.5000), 10.8716","(497.6389, 171.0000), 11.1190","(539.9824, 171.6059), 11.0259","(581.7895, 172.0000), 10.9925","(624.3710, 172.6290), 11.1538","(666.6389, 173.0000), 11.1190","(708.9211, 173.5000), 11.0380","(751.0000, 174.0000), 10.8168","(793.2000, 174.2000), 11.0942","(834.2308, 173.9231), 11.0098","(876.5000, 174.2857), 10.8716","(918.5000, 174.5000), 10.9773","(960.7903, 174.7903), 11.1077","(1003.0000, 175.2857), 11.0556","(1045.2365, 175.7720), 11.0753","(1087.2097, 176.2097), 11.1077","(1129.5000, 176.5000), 10.9773","(1171.4546, 176.7727), 11.1920","(1213.7632, 177.2368), 11.0791","(1255.7903, 177.7903), 11.1077","(1298.2000, 178.2000), 11.0943","(1340.2368, 178.7632), 11.0791","(1382.5000, 179.2143), 11.1233"
"(159.5000, 209.5000), 10.9773","(201.7903, 209.7903), 11.1077","(244.2097, 210.2097), 11.1077","(286.3200, 210.9700), 11.0682","(328.5000, 211.2857), 10.8716","(370.8506, 211.6218), 11.0536","(413.1774, 212.1774), 11.0629","(455.3710, 212.3710), 11.1538","(497.5000, 213.0000), 11.1019","(539.5000, 213.5000), 10.9773","(581.6572, 214.1643), 11.1933","(624.3710, 214.3710), 11.1538","(666.5000, 215.0000), 11.2362","(708.7000, 215.3000), 11.0536","(751.0000, 215.7143), 11.0556","(793.0000, 216.2105), 10.9925","(834.6271, 215.9492), 11.1359","(876.5000, 216.0500), 11.0614","(918.8189, 216.5598), 11.2839","(961.1334, 217.1333), 11.0017","(1003.1875, 217.5000), 11.1372","(1045.2368, 217.7632), 11.0791","(1087.6364, 217.9545), 11.1457","(1129.5000, 218.5000), 10.9773","(1171.7903, 218.7903), 11.1077","(1214.0985, 219.3139), 11.1330","(1256.1578, 219.5418), 11.2544","(1298.3064, 220.3065), 11.2421","(1340.6936, 220.6935), 11.2420","(1382.5419, 221.1578), 11.2544"
"(159.5000, 251.5000), 10.9773","(201.8462, 251.8846), 11.0088","(244.0769, 252.2308), 11.0098","(286.2222, 252.7778), 10.8827","(328.2097, 253.2097), 11.1077","(371.0000, 253.6071), 11.0395","(413.1989, 254.2212), 11.1052","(455.5000, 254.5000), 10.9773","(497.7209, 255.1185), 10.9862","(539.7143, 255.5000), 10.8716","(582.0000, 255.7143), 11.0556","(624.4486, 256.4863), 11.0150","(666.7903, 256.7903), 11.1077","(708.8583, 257.3532), 11.0366","(751.0625, 257.8750), 11.1813","(793.2500, 258.0000), 10.9574","(834.8000, 257.8000), 11.0942","(877.0000, 258.2083), 11.2752","(919.0427, 258.6413), 11.0940","(961.2955, 259.0341), 11.0823","(1003.5000, 259.1923), 11.1347","(1045.5000, 259.5000), 10.9773","(1087.6031, 260.1797), 11.2057","(1130.0000, 260.5000), 11.1019","(1172.2028, 261.1466), 11.0669","(1214.4401, 261.2753), 11.1430","(1256.4546, 261.7727), 11.1919","(1298.8125, 262.3750), 11.1883","(1341.1268, 262.7090), 11.2016","(1383.0341, 263.2954), 11.0824"
"(159.7143, 293.5000), 10.8716","(201.7581, 293.7581), 10.9717","(244.1774, 294.1774), 11.0629","(286.2364, 294.7720), 11.0753","(328.7209, 295.1185), 10.9862","(370.9231, 295.7692), 11.0098","(413.0000, 296.0000), 11.1804","(455.5000, 296.5000), 10.9773","(497.6468, 296.8584), 11.0366","(539.9318, 297.3977), 10.9868","(581.9310, 297.7931), 11.0273","(624.2500, 298.5000), 11.1944","(666.8353, 298.7081), 11.1686","(709.1466, 299.2028), 11.0668","(751.3421, 299.6579), 10.9220","(793.2791, 299.8815), 10.9862","(835.1154, 300.0000), 11.2325","(877.2742, 300.2742), 11.0172","(919.5000, 300.7500), 11.1944","(961.5000, 301.0000), 11.2362","(1003.5909, 301.4091), 11.0112","(1045.9189, 301.5198), 11.0480","(1088.0483, 302.0484), 11.2454","(1130.2466, 302.4324), 11.1644","(1172.5000, 303.0000), 11.2362","(1214.7000, 303.3000), 11.0536","(1256.7903, 303.7903), 11.1077","(1299.0341, 304.2954), 11.0824","(1341.2368, 304.7632), 11.0791","(1383.2097, 305.2097), 11.1076"
"(159.7778, 335.2222), 10.8828","(201.7250, 335.5875), 10.8281","(244.2105, 336.0000), 10.9925","(286.5000, 336.5000), 10.9773","(328.5000, 336.7500), 10.8542","(370.8945, 337.4541), 11.0437","(413.1333, 337.8667), 11.0017","(455.0000, 338.0000), 10.8168","(497.3358, 338.5438), 10.8578","(539.5000, 339.0000), 11.0115","(581.9948, 339.5316), 10.9837","(624.5000, 340.0000), 11.2362","(666.7500, 340.5000), 11.1944","(709.2105, 341.0000), 10.9926","(751.4091, 341.5909), 11.0112","(793.6915, 341.8723), 11.0062","(835.4062, 342.0000), 11.1571","(877.5000, 342.5000), 10.9773","(919.5000, 342.5000), 10.9773","(961.6489, 342.8192), 11.0140","(1003.9310, 343.2069), 11.0273","(1046.0312, 343.5625), 11.0400","(1088.3287, 344.0447), 11.1161","(1130.5000, 344.5000), 10.9773","(1172.7635, 344.7708), 11.0758","(1215.0341, 345.2954), 11.0824","(1257.0625, 345.8750), 11.1813","(1299.2028, 346.1466), 11.0669","(1341.2441, 346.3062), 11.0215","(1383.2368, 346.7632), 11.0791"
"(159.7209, 377.1185), 10.9862","(201.7558, 377.6938), 11.0215","(244.2264, 377.9726), 10.9909","(286.5000, 378.5000), 10.9773","(328.5459, 378.8945), 11.0437","(370.9420, 379.3007), 10.9390","(413.4202, 379.5462), 10.9778","(455.4541, 380.1055), 11.0437","(497.5000, 380.5000), 10.9773","(539.7931, 380.9310), 11.0273","(582.0600, 381.3500), 11.1422","(624.6935, 381.6935), 11.2421","(667.0926, 382.4908), 11.1949","(709.2000, 382.8000), 10.9125","(751.7521, 383.4587), 11.1760","(793.8226, 383.8226), 11.0629","(835.5000, 383.5000), 10.9773","(877.7903, 384.2097), 11.1077","(920.0000, 384.4062), 11.1571","(962.1727, 384.6454), 11.1915","(1004.2857, 385.0000), 11.0556","(1046.3064, 385.3065), 11.2421","(1088.5599, 385.7247), 11.1430","(1130.9375, 386.1250), 11.1813","(1172.8945, 386.5459), 11.0436","(1215.2028, 387.1466), 11.0669","(1257.2273, 387.5454), 11.1920","(1299.5000, 387.5000), 10.9773","(1341.4541, 388.1055), 11.0437","(1383.3710, 388.3710), 11.1538"
"(159.7391, 418.8913), 11.0530","(201.7143, 419.5000), 10.8716","(244.0000, 420.0000), 10.8168","(286.1929, 420.3504), 11.0070","(328.5000, 420.5000), 10.9773","(370.7209, 421.1185), 10.9862","(412.9318, 421.6023), 10.9868","(455.2288, 422.0763), 11.0112","(497.5000, 422.5000), 10.9773","(539.7972, 422.8534), 11.0668","(582.1495, 423.3782), 11.0536","(624.6721, 423.9301), 11.1010","(666.8425, 424.3699), 11.2121","(709.2368, 424.7632), 11.0791","(751.8125, 425.3750), 11.1883","(794.0300, 425.6800), 11.0682","(835.5000, 425.5000), 10.9773","(877.9516, 425.9516), 11.2454","(920.0000, 426.2857), 11.0556","(962.0789, 426.5000), 11.0380","(1004.3235, 427.0000), 11.0874","(1046.5000, 427.5000), 10.9773","(1088.5000, 427.5000), 10.9773","(1130.7903, 427.7903), 11.1077","(1173.0629, 428.3576), 11.0823","(1215.2368, 428.7632), 11.0791","(1257.2097, 429.2097), 11.1076","(1299.5000, 429.5000), 10.9773","(1341.5000, 429.5000), 10.9773","(1383.4333, 430.0000), 11.0630"
"(159.2364, 460.7720), 11.0753","(201.5000, 461.5000), 10.9773","(243.7708, 461.7635), 11.0758","(286.1333, 462.1333), 11.0017","(328.5000, 462.5000), 10.9773","(371.0000, 463.0000), 10.8168","(413.0000, 463.5000), 11.1019","(455.4538, 463.5798), 10.9777","(497.5000, 464.2857), 10.8716","(539.8945, 464.5459), 11.0437","(582.1987, 465.2249), 11.1071","(624.8516, 465.5938), 11.2376","(667.0000, 466.0000), 11.3138","(709.5000, 466.5000), 10.9773","(751.7895, 467.0000), 10.9925","(794.2500, 467.5000), 10.8542","(835.7143, 467.5000), 10.8716","(878.0625, 467.8750), 11.1813","(920.2097, 468.2097), 11.1077","(962.3710, 468.3710), 11.1538","(1004.5000, 468.5000), 10.9773","(1046.5000, 469.0625), 11.0513","(1088.6621, 469.2510), 10.9968","(1130.9210, 469.5000), 11.0380","(1173.1333, 470.1333), 11.0017","(1215.1494, 470.3782), 11.0536","(1257.2368, 470.7632), 11.0791","(1299.4620, 471.0570), 11.0335","(1341.5000, 471.5000), 10.9773","(1383.5000, 471.5000), 10.9773"
